			tree	tree	kappa	kappa	p	p	q	q	p0	p0	p1	p1	w_p1	w_p1	p_k1	p_k1	p_k2	p_k2	p_k3	p_k3	p_k4	p_k4	p_k5	p_k5	p_k6	p_k6	p_k7	p_k7	p_k8	p_k8	p_k9	p_k9	p_k10	p_k10	w_k1	w_k1	w_k2	w_k2	w_k3	w_k3	w_k4	w_k4	w_k5	w_k5	w_k6	w_k6	w_k7	w_k7	w_k8	w_k8	w_k9	w_k9	w_k10	w_k10
CSRP2BP	2.0	4.0	15.268	(14.489, 16.115)	2.965	(2.747, 3.226)	0.999	(0.988, 1.0)	2.018	(1.773, 2.299)	1.0	(1.0, 1.0)	0.001	(0.0, 0.012)	1.804	(1.0, 8.155)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.126	(0.109, 0.143)	0.228	(0.209, 0.248)	0.305	(0.283, 0.327)	0.374	(0.349, 0.401)	0.439	(0.411, 0.471)	0.504	(0.474, 0.54)	0.57	(0.539, 0.609)	0.642	(0.608, 0.684)	0.725	(0.689, 0.767)	0.839	(0.803, 0.876)
CSRP2BP	2.0	5.0	19.382	(18.688, 20.246)	2.968	(2.731, 3.209)	0.842	(0.001, 1.0)	8.531	(0.006, 20.508)	1.0	(1.0, 1.0)	0.158	(0.0, 0.999)	1.088	(1.0, 1.68)	0.084	(0.0, 0.1)	0.084	(0.0, 0.1)	0.084	(0.0, 0.1)	0.084	(0.0, 0.1)	0.084	(0.0, 0.1)	0.084	(0.0, 0.1)	0.084	(0.0, 0.1)	0.084	(0.0, 0.1)	0.084	(0.0, 0.1)	0.084	(0.0, 0.1)	0.4	(0.0, 0.478)	0.492	(0.0, 0.547)	0.547	(0.0, 0.617)	0.591	(0.0, 0.676)	0.628	(0.0, 0.728)	0.663	(0.0, 0.774)	0.698	(0.0, 0.816)	0.733	(0.0, 0.858)	0.773	(0.0, 0.902)	0.83	(0.075, 0.953)
CSRP2BP	8.0	1.0	10.926	(10.412, 11.379)	3.103	(2.895, 3.316)	0.996	(0.984, 1.0)	3.08	(2.527, 4.108)	1.0	(1.0, 1.0)	0.004	(0.0, 0.016)	3.504	(1.0, 20.441)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.071	(0.06, 0.087)	0.113	(0.102, 0.127)	0.144	(0.133, 0.157)	0.172	(0.16, 0.184)	0.199	(0.186, 0.212)	0.228	(0.212, 0.244)	0.259	(0.239, 0.278)	0.296	(0.273, 0.319)	0.345	(0.316, 0.375)	0.431	(0.389, 0.474)
CSRP2BP	8.0	2.0	16.691	(16.122, 17.322)	3.182	(2.949, 3.464)	0.958	(0.907, 1.0)	13.633	(6.608, 29.824)	1.0	(1.0, 1.0)	0.042	(0.0, 0.093)	1.678	(1.0, 12.165)	0.096	(0.091, 0.1)	0.096	(0.091, 0.1)	0.096	(0.091, 0.1)	0.096	(0.091, 0.1)	0.096	(0.091, 0.1)	0.096	(0.091, 0.1)	0.096	(0.091, 0.1)	0.096	(0.091, 0.1)	0.096	(0.091, 0.1)	0.096	(0.091, 0.1)	0.347	(0.298, 0.404)	0.409	(0.377, 0.443)	0.447	(0.425, 0.47)	0.478	(0.459, 0.502)	0.506	(0.483, 0.533)	0.533	(0.501, 0.562)	0.561	(0.52, 0.6)	0.591	(0.541, 0.643)	0.628	(0.566, 0.694)	0.688	(0.605, 0.768)
CSRP2BP	8.0	3.0	21.992	(21.045, 22.948)	3.152	(2.92, 3.338)	0.646	(0.0, 0.985)	24.948	(0.005, 99.0)	1.0	(1.0, 1.0)	0.354	(0.015, 1.0)	1.237	(1.0, 1.729)	0.065	(0.0, 0.099)	0.065	(0.0, 0.099)	0.065	(0.0, 0.099)	0.065	(0.0, 0.099)	0.065	(0.0, 0.099)	0.065	(0.0, 0.099)	0.065	(0.0, 0.099)	0.065	(0.0, 0.099)	0.065	(0.0, 0.099)	0.065	(0.0, 0.099)	0.452	(0.0, 0.727)	0.505	(0.0, 0.753)	0.535	(0.0, 0.778)	0.557	(0.0, 0.82)	0.576	(0.0, 0.858)	0.612	(0.0, 0.912)	0.628	(0.0, 0.937)	0.643	(0.0, 0.959)	0.66	(0.0, 0.978)	0.684	(0.0, 0.994)
CSRP2BP	8.0	4.0	15.974	(15.089, 16.657)	3.146	(2.859, 3.383)	0.967	(0.888, 1.0)	1.93	(1.642, 2.302)	1.0	(1.0, 1.0)	0.033	(0.0, 0.112)	1.297	(1.0, 2.101)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.125	(0.108, 0.144)	0.231	(0.21, 0.257)	0.312	(0.282, 0.344)	0.384	(0.344, 0.423)	0.453	(0.403, 0.495)	0.52	(0.462, 0.567)	0.589	(0.522, 0.639)	0.662	(0.587, 0.716)	0.746	(0.669, 0.8)	0.857	(0.788, 0.904)
CSRP2BP	8.0	5.0	20.269	(19.274, 21.343)	3.168	(2.985, 3.397)	0.808	(0.245, 0.985)	13.696	(1.6, 98.845)	1.0	(1.0, 1.0)	0.192	(0.015, 0.755)	1.214	(1.0, 1.727)	0.081	(0.025, 0.098)	0.081	(0.025, 0.098)	0.081	(0.025, 0.098)	0.081	(0.025, 0.098)	0.081	(0.025, 0.098)	0.081	(0.025, 0.098)	0.081	(0.025, 0.098)	0.081	(0.025, 0.098)	0.081	(0.025, 0.098)	0.081	(0.025, 0.098)	0.413	(0.174, 0.512)	0.505	(0.224, 0.563)	0.56	(0.244, 0.637)	0.603	(0.257, 0.706)	0.641	(0.262, 0.762)	0.685	(0.564, 0.814)	0.719	(0.575, 0.859)	0.753	(0.587, 0.901)	0.792	(0.601, 0.94)	0.846	(0.625, 0.978)
GPAM	1.0	1.0	7.873	(7.517, 8.29)	3.26	(2.99, 3.556)	1.0	(0.998, 1.0)	4.108	(3.053, 6.191)	1.0	(1.0, 1.0)	0.0	(0.0, 0.002)	2.83	(1.0, 12.927)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.076	(0.062, 0.096)	0.111	(0.097, 0.129)	0.136	(0.123, 0.152)	0.158	(0.146, 0.171)	0.18	(0.168, 0.191)	0.202	(0.19, 0.213)	0.226	(0.214, 0.239)	0.255	(0.24, 0.271)	0.293	(0.272, 0.313)	0.361	(0.327, 0.39)
GPAM	1.0	2.0	11.673	(11.204, 12.066)	3.244	(2.998, 3.53)	0.997	(0.98, 1.0)	24.242	(10.777, 67.577)	1.0	(1.0, 1.0)	0.003	(0.0, 0.02)	1.678	(1.0, 7.183)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.368	(0.318, 0.436)	0.415	(0.382, 0.466)	0.444	(0.418, 0.482)	0.467	(0.447, 0.496)	0.488	(0.469, 0.512)	0.508	(0.485, 0.534)	0.529	(0.501, 0.559)	0.552	(0.515, 0.587)	0.58	(0.534, 0.622)	0.627	(0.563, 0.683)
GPAM	1.0	3.0	15.285	(14.732, 15.985)	3.261	(3.058, 3.542)	0.848	(0.0, 1.0)	46.123	(0.005, 99.0)	1.0	(1.0, 1.0)	0.152	(0.0, 1.0)	1.104	(1.0, 1.821)	0.085	(0.0, 0.1)	0.085	(0.0, 0.1)	0.085	(0.0, 0.1)	0.085	(0.0, 0.1)	0.085	(0.0, 0.1)	0.085	(0.0, 0.1)	0.085	(0.0, 0.1)	0.085	(0.0, 0.1)	0.085	(0.0, 0.1)	0.085	(0.0, 0.1)	0.591	(0.0, 0.746)	0.634	(0.0, 0.77)	0.662	(0.0, 0.785)	0.687	(0.0, 0.814)	0.703	(0.0, 0.833)	0.74	(0.0, 0.947)	0.761	(0.0, 1.0)	0.776	(0.0, 1.0)	0.793	(0.0, 1.0)	0.822	(0.0, 1.0)
GPAM	1.0	4.0	11.273	(10.634, 11.767)	3.209	(2.961, 3.475)	0.999	(0.989, 1.0)	2.059	(1.783, 2.369)	1.0	(1.0, 1.0)	0.001	(0.0, 0.011)	3.655	(1.0, 24.883)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.1	(0.099, 0.1)	0.126	(0.108, 0.153)	0.226	(0.206, 0.257)	0.301	(0.281, 0.332)	0.368	(0.346, 0.399)	0.432	(0.407, 0.464)	0.495	(0.468, 0.529)	0.561	(0.531, 0.6)	0.631	(0.597, 0.674)	0.714	(0.678, 0.755)	0.829	(0.794, 0.866)
GPAM	1.0	5.0	14.082	(13.505, 14.545)	3.217	(2.956, 3.458)	0.917	(0.747, 1.0)	9.389	(4.012, 25.44)	1.0	(1.0, 1.0)	0.083	(0.0, 0.253)	1.132	(1.0, 2.3)	0.092	(0.075, 0.1)	0.092	(0.075, 0.1)	0.092	(0.075, 0.1)	0.092	(0.075, 0.1)	0.092	(0.075, 0.1)	0.092	(0.075, 0.1)	0.092	(0.075, 0.1)	0.092	(0.075, 0.1)	0.092	(0.075, 0.1)	0.092	(0.075, 0.1)	0.421	(0.359, 0.527)	0.519	(0.481, 0.579)	0.577	(0.534, 0.621)	0.623	(0.57, 0.671)	0.663	(0.598, 0.713)	0.7	(0.619, 0.76)	0.736	(0.644, 0.805)	0.773	(0.671, 0.849)	0.815	(0.699, 0.896)	0.873	(0.745, 0.949)
GPAM	2.0	1.0	8.353	(7.984, 8.675)	3.498	(3.222, 3.808)	1.0	(0.999, 1.0)	3.856	(2.914, 5.298)	1.0	(1.0, 1.0)	0.0	(0.0, 0.001)	2.753	(1.0, 9.136)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.075	(0.061, 0.089)	0.111	(0.098, 0.124)	0.137	(0.126, 0.148)	0.16	(0.15, 0.171)	0.183	(0.172, 0.194)	0.206	(0.194, 0.219)	0.232	(0.219, 0.246)	0.262	(0.246, 0.281)	0.302	(0.28, 0.325)	0.373	(0.339, 0.408)
GPAM	2.0	2.0	12.342	(11.953, 12.842)	3.539	(3.25, 3.809)	0.995	(0.973, 1.0)	16.603	(8.287, 42.843)	1.0	(1.0, 1.0)	0.005	(0.0, 0.027)	2.253	(1.0, 11.222)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.1	(0.097, 0.1)	0.351	(0.309, 0.411)	0.406	(0.372, 0.449)	0.44	(0.413, 0.467)	0.468	(0.445, 0.492)	0.493	(0.471, 0.518)	0.517	(0.494, 0.545)	0.542	(0.513, 0.568)	0.569	(0.529, 0.599)	0.603	(0.549, 0.64)	0.658	(0.582, 0.707)
GPAM	2.0	3.0	16.222	(15.449, 16.778)	3.553	(3.298, 3.843)	0.731	(0.0, 1.0)	29.7	(0.005, 99.0)	1.0	(1.0, 1.0)	0.269	(0.0, 1.0)	1.185	(1.0, 1.601)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.073	(0.0, 0.1)	0.51	(0.0, 0.728)	0.561	(0.0, 0.754)	0.59	(0.0, 0.771)	0.611	(0.0, 0.804)	0.631	(0.0, 0.833)	0.697	(0.0, 1.0)	0.717	(0.0, 1.0)	0.74	(0.0, 1.0)	0.759	(0.0, 1.0)	0.788	(0.0, 1.0)
GPAM	2.0	4.0	11.883	(11.348, 12.506)	3.496	(3.193, 3.767)	0.998	(0.981, 1.0)	1.981	(1.7, 2.356)	1.0	(1.0, 1.0)	0.002	(0.0, 0.019)	1.798	(1.0, 7.794)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.1	(0.098, 0.1)	0.123	(0.104, 0.146)	0.224	(0.204, 0.248)	0.301	(0.279, 0.325)	0.37	(0.345, 0.394)	0.436	(0.407, 0.462)	0.501	(0.466, 0.53)	0.568	(0.528, 0.602)	0.641	(0.598, 0.678)	0.724	(0.68, 0.765)	0.839	(0.797, 0.878)
GPAM	2.0	5.0	15.006	(14.511, 15.752)	3.502	(3.246, 3.712)	0.837	(0.596, 1.0)	11.31	(3.902, 63.591)	1.0	(1.0, 1.0)	0.163	(0.0, 0.404)	1.086	(1.0, 1.763)	0.084	(0.06, 0.1)	0.084	(0.06, 0.1)	0.084	(0.06, 0.1)	0.084	(0.06, 0.1)	0.084	(0.06, 0.1)	0.084	(0.06, 0.1)	0.084	(0.06, 0.1)	0.084	(0.06, 0.1)	0.084	(0.06, 0.1)	0.084	(0.06, 0.1)	0.411	(0.351, 0.5)	0.5	(0.458, 0.549)	0.554	(0.508, 0.609)	0.596	(0.54, 0.667)	0.635	(0.559, 0.718)	0.679	(0.582, 0.772)	0.721	(0.611, 0.826)	0.757	(0.634, 0.869)	0.797	(0.657, 0.912)	0.853	(0.692, 0.961)
GPAM	8.0	1.0	8.429	(7.966, 8.882)	3.662	(3.363, 3.991)	0.994	(0.982, 1.0)	3.078	(2.257, 4.095)	1.0	(1.0, 1.0)	0.006	(0.0, 0.018)	3.566	(1.0, 22.667)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.099	(0.098, 0.1)	0.069	(0.054, 0.085)	0.11	(0.095, 0.125)	0.14	(0.126, 0.152)	0.167	(0.154, 0.177)	0.194	(0.18, 0.205)	0.222	(0.208, 0.235)	0.253	(0.237, 0.272)	0.289	(0.268, 0.317)	0.337	(0.309, 0.375)	0.422	(0.388, 0.478)
GPAM	8.0	2.0	12.796	(12.264, 13.252)	3.741	(3.461, 4.012)	0.963	(0.9, 1.0)	15.398	(5.617, 95.192)	1.0	(1.0, 1.0)	0.037	(0.0, 0.1)	1.703	(1.0, 7.886)	0.096	(0.09, 0.1)	0.096	(0.09, 0.1)	0.096	(0.09, 0.1)	0.096	(0.09, 0.1)	0.096	(0.09, 0.1)	0.096	(0.09, 0.1)	0.096	(0.09, 0.1)	0.096	(0.09, 0.1)	0.096	(0.09, 0.1)	0.096	(0.09, 0.1)	0.342	(0.286, 0.431)	0.406	(0.369, 0.453)	0.445	(0.419, 0.477)	0.477	(0.455, 0.504)	0.505	(0.482, 0.53)	0.533	(0.497, 0.566)	0.562	(0.513, 0.605)	0.593	(0.525, 0.647)	0.631	(0.538, 0.699)	0.692	(0.559, 0.779)
GPAM	8.0	3.0	16.767	(16.004, 17.511)	3.754	(3.511, 4.017)	0.734	(0.0, 0.993)	25.996	(0.005, 99.0)	1.0	(1.0, 1.0)	0.266	(0.007, 1.0)	1.412	(1.0, 2.332)	0.073	(0.0, 0.099)	0.073	(0.0, 0.099)	0.073	(0.0, 0.099)	0.073	(0.0, 0.099)	0.073	(0.0, 0.099)	0.073	(0.0, 0.099)	0.073	(0.0, 0.099)	0.073	(0.0, 0.099)	0.073	(0.0, 0.099)	0.073	(0.0, 0.099)	0.492	(0.0, 0.738)	0.552	(0.0, 0.762)	0.586	(0.0, 0.784)	0.611	(0.0, 0.827)	0.641	(0.0, 0.866)	0.693	(0.0, 1.0)	0.717	(0.0, 1.0)	0.734	(0.0, 1.0)	0.763	(0.0, 1.0)	0.786	(0.0, 1.0)
GPAM	8.0	4.0	12.266	(11.782, 12.747)	3.717	(3.364, 4.098)	0.975	(0.893, 1.0)	1.923	(1.623, 2.422)	1.0	(1.0, 1.0)	0.025	(0.0, 0.107)	1.648	(1.0, 2.763)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.097	(0.089, 0.1)	0.124	(0.1, 0.145)	0.23	(0.202, 0.251)	0.31	(0.281, 0.337)	0.383	(0.347, 0.415)	0.451	(0.404, 0.489)	0.518	(0.464, 0.561)	0.587	(0.529, 0.633)	0.661	(0.597, 0.71)	0.745	(0.677, 0.796)	0.857	(0.795, 0.9)
GPAM	8.0	5.0	15.531	(14.859, 16.075)	3.686	(3.419, 4.0)	0.861	(0.601, 0.995)	7.769	(2.839, 24.247)	1.0	(1.0, 1.0)	0.139	(0.005, 0.399)	1.373	(1.0, 2.282)	0.086	(0.06, 0.099)	0.086	(0.06, 0.099)	0.086	(0.06, 0.099)	0.086	(0.06, 0.099)	0.086	(0.06, 0.099)	0.086	(0.06, 0.099)	0.086	(0.06, 0.099)	0.086	(0.06, 0.099)	0.086	(0.06, 0.099)	0.086	(0.06, 0.099)	0.406	(0.338, 0.496)	0.508	(0.461, 0.558)	0.569	(0.511, 0.628)	0.617	(0.544, 0.689)	0.66	(0.568, 0.744)	0.706	(0.604, 0.803)	0.743	(0.629, 0.848)	0.78	(0.653, 0.892)	0.821	(0.679, 0.934)	0.877	(0.72, 0.976)
HSPA4	1.0	1.0	5.261	(4.98, 5.511)	3.357	(2.987, 3.721)	1.0	(0.998, 1.0)	4.044	(2.749, 6.645)	1.0	(1.0, 1.0)	0.0	(0.0, 0.002)	2.14	(1.0, 12.33)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.1	(0.1, 0.1)	0.074	(0.055, 0.097)	0.109	(0.091, 0.129)	0.134	(0.117, 0.151)	0.157	(0.142, 0.172)	0.179	(0.165, 0.194)	0.201	(0.186, 0.216)	0.226	(0.207, 0.243)	0.255	(0.23, 0.276)	0.294	(0.259, 0.321)	0.363	(0.31, 0.405)
